trip_id,trip_start_timestamp,trip_end_timestamp,driver_id,driver_name,source_location_address1,source_city,source_province_state,source_country,destination_location_address1,destination_city,destination_province_state,destination_country,total_distance,total_fare,trip_status,delay_start_time_mins,payment_method,payment_Status,customer_id,customer_name
429,2023-01-08T21:17:52.9070000,2023-01-08T23:17:52.9070000,A29,Manohar,,Tanjavur,TN,India,,Chennai,TN,India,119,1783,Completed,7,Credit/Online Banking,Confirmation awaiting from third party,32,ABC28
430,2023-01-08T23:17:52.9070000,2023-01-09T01:17:52.9070000,A30,Pavan,,Delhi,NCR,India,,Amritsar,Punjab,India,230,1936,Completed,5,Credit/Online Banking,Confirmation awaiting from third party,33,ABC29
431,2023-01-09T01:17:52.9070000,2023-01-09T03:17:52.9070000,A31,Nikshit,,Madurai,TN,India,,Kanchipuram,TN,India,138,1216,Completed,7,Wallet,Completed,34,ABC30
432,2023-01-09T03:17:52.9070000,2023-01-09T05:17:52.9070000,A32,Rahul,,Bangalore,KN,India,,Udupi,KN,India,387,1143,Completed,3,Cash,Cleared,35,ABC31
433,2023-01-09T05:17:52.9070000,2023-01-09T07:17:52.9070000,A33,Umesh,,Bhopal,MP,India,,Indore,MP,India,81,535,Completed,10,Wallet,Completed,36,ABC32
434,2023-01-09T07:17:52.9070000,2023-01-09T09:17:52.9070000,A34,Pranav,,Pune,MH,India,,Surat,MH,India,156,657,Completed,0,Credit/Online Banking,Confirmation awaiting from third party,37,ABC33
435,2023-01-09T09:17:52.9070000,2023-01-09T11:17:52.9070000,A35,Surya,,Bangalore,KN,India,,Hosur,KN,India,227,1042,Completed,2,Wallet,Completed,38,ABC34
436,2023-01-09T11:17:52.9070000,2023-01-09T13:17:52.9070000,A36,Kapil,,Coimbatore,TN,India,,Kochi,TN,India,222,92,Completed,1,Wallet,Completed,39,ABC35
437,2023-01-09T13:17:52.9070000,2023-01-09T15:17:52.9070000,A37,Suresh,,Salem,TN,India,,Coimbatore,TN,India,275,640,Completed,4,Credit/Online Banking,Confirmation awaiting from third party,0,ABC36
438,2023-01-09T15:17:52.9070000,2023-01-09T17:17:52.9070000,A38,Ranjith,,Trichy,TN,India,,Tanjavor,TN,India,359,812,Completed,7,Wallet,Completed,1,ABC37
439,2023-01-09T17:17:52.9070000,2023-01-09T19:17:52.9070000,A39,Sadru,,Chennai,TN,India,,Coimbatore,TN,India,283,1333,Completed,8,Wallet,Completed,2,ABC38
440,2023-01-09T19:17:52.9070000,2023-01-09T21:17:52.9070000,A40,Ramesh,,Salem,TN,India,,Hosur,KN,India,102,647,Completed,0,Cash,Cleared,3,ABC39
441,2023-01-09T21:17:52.9070000,2023-01-09T23:17:52.9070000,A1,Rama,,Hyderabad,TS,India,,Vijayawada,AP,India,357,1233,Completed,0,Wallet,Completed,4,ABC0
442,2023-01-09T23:17:52.9070000,2023-01-10T01:17:52.9070000,A2,Sam,,Delhi,NCR,India,,Agra,UP,India,161,549,Completed,1,Credit/Online Banking,Confirmation awaiting from third party,5,ABC1
443,2023-01-10T01:17:52.9070000,2023-01-10T03:17:52.9070000,A3,Kevin,,Chennai,TN,India,,Salem,TN,India,102,14,Completed,10,Wallet,Completed,6,ABC2
444,2023-01-10T03:17:52.9070000,2023-01-10T05:17:52.9070000,A4,Aaditya,,Madurai,TN,India,,Trichy,TN,India,299,1442,Completed,9,Credit/Online Banking,Confirmation awaiting from third party,7,ABC3
445,2023-01-10T05:17:52.9070000,2023-01-10T07:17:52.9070000,A5,Sagar,,Bangalore,KN,India,,Chennai,TN,India,321,92,Completed,4,Cash,Cleared,8,ABC4
446,2023-01-10T07:17:52.9070000,2023-01-10T09:17:52.9070000,A6,David,,Agra,UP,India,,Kolkata,WB,India,60,873,Completed,3,Cash,Cleared,9,ABC5
447,2023-01-10T09:17:52.9070000,2023-01-10T11:17:52.9070000,A7,Nivaan,,"Delhi ",NCR,India,,Mumbai,MH,India,108,979,Completed,0,Credit/Online Banking,Confirmation awaiting from third party,10,ABC6
448,2023-01-10T11:17:52.9070000,2023-01-10T13:17:52.9070000,A8,Aarav,,Hyderabad,TS,India,,Tirupathi,AP,India,344,911,Completed,6,Cash,Cleared,11,ABC7
449,2023-01-10T13:17:52.9070000,2023-01-10T15:17:52.9070000,A9,Sadru,,Chennai,TN,India,,Tanjavur,TN,India,60,685,Completed,10,Credit/Online Banking,Confirmation awaiting from third party,12,ABC8
450,2023-01-10T15:17:52.9070000,2023-01-10T17:17:52.9070000,A10,Amith,,Amritsar,Punjab,India,,Delhi,NCR,India,78,449,Completed,2,Cash,Cleared,13,ABC9
451,2023-01-10T17:17:52.9070000,2023-01-10T19:17:52.9070000,A11,Ajay,,Kanchipuram,TN,India,,Madurai,TN,India,164,1424,Completed,3,Cash,Cleared,14,ABC10
452,2023-01-10T19:17:52.9070000,2023-01-10T21:17:52.9070000,A12,Nihal,,Udupi,KN,India,,Bangalore,KN,India,279,30,Completed,2,Credit/Online Banking,Confirmation awaiting from third party,15,ABC11
453,2023-01-10T21:17:52.9070000,2023-01-10T23:17:52.9070000,A13,Saatvik,,Indore,MP,India,,Bhopal,MP,India,356,302,Completed,4,Cash,Cleared,16,ABC12
454,2023-01-10T23:17:52.9070000,2023-01-11T01:17:52.9070000,A14,Andrew,,Surat,MH,India,,Pune,MH,India,310,1576,Completed,3,Wallet,Completed,17,ABC13
455,2023-01-11T01:17:52.9070000,2023-01-11T03:17:52.9070000,A15,Dinesh,,Hosur,KN,India,,Bangalore,KN,India,220,1771,Completed,0,Cash,Cleared,18,ABC14
456,2023-01-11T03:17:52.9070000,2023-01-11T05:17:52.9070000,A16,Stephen,,Kochi,TN,India,,Coimbatore,TN,India,359,565,Completed,8,Cash,Cleared,19,ABC15
457,2023-01-11T05:17:52.9070000,2023-01-11T07:17:52.9070000,A17,Steves,,Coimbatore,TN,India,,Salem,TN,India,168,844,Completed,8,Wallet,Completed,20,ABC16
458,2023-01-11T07:17:52.9070000,2023-01-11T09:17:52.9070000,A18,Akash,,Tanjavor,TN,India,,Trichy,TN,India,113,1720,Completed,10,Wallet,Completed,21,ABC17
459,2023-01-11T09:17:52.9070000,2023-01-11T11:17:52.9070000,A19,Nihit,,Coimbatore,TN,India,,Chennai,TN,India,122,1047,Completed,5,Cash,Cleared,22,ABC18
460,2023-01-11T11:17:52.9070000,2023-01-11T13:17:52.9070000,A20,Vishal,,Hosur,KN,India,,Salem,TN,India,193,134,Completed,7,Cash,Cleared,23,ABC19
461,2023-01-11T13:17:52.9070000,2023-01-11T15:17:52.9070000,A21,Arun,,Vijayawada,AP,India,,Hyderabad,TS,India,393,1990,Completed,7,Wallet,Completed,24,ABC20
462,2023-01-11T15:17:52.9070000,2023-01-11T17:17:52.9070000,A22,Ganesh,,Agra,UP,India,,Delhi,NCR,India,249,1825,Completed,10,Wallet,Completed,25,ABC21
463,2023-01-11T17:17:52.9070000,2023-01-11T19:17:52.9070000,A23,Dhruv,,Salem,TN,India,,Chennai,TN,India,303,1995,Completed,2,Cash,Cleared,26,ABC22
464,2023-01-11T19:17:52.9070000,2023-01-11T21:17:52.9070000,A24,Kumar,,Trichy,TN,India,,Madurai,TN,India,139,1417,Completed,9,Cash,Cleared,27,ABC23
465,2023-01-11T21:17:52.9070000,2023-01-11T23:17:52.9070000,A25,Gopal,,Chennai,TN,India,,Bangalore,KN,India,168,1178,Completed,0,Wallet,Completed,28,ABC24
466,2023-01-11T23:17:52.9070000,2023-01-12T01:17:52.9070000,A26,Akhil,,Kolkata,WB,India,,Agra,UP,India,189,43,Completed,5,Wallet,Completed,29,ABC25
467,2023-01-12T01:17:52.9070000,2023-01-12T03:17:52.9070000,A27,Hima,,Mumbai,MH,India,,"Delhi ",NCR,India,296,1255,Completed,3,Cash,Cleared,30,ABC26
468,2023-01-12T03:17:52.9070000,2023-01-12T05:17:52.9070000,A28,Jack,,Tirupathi,AP,India,,Hyderabad,TS,India,120,481,Completed,0,Credit/Online Banking,Confirmation awaiting from third party,31,ABC27
469,2023-01-12T05:17:52.9070000,2023-01-12T07:17:52.9070000,A29,Manohar,,Tanjavur,TN,India,,Chennai,TN,India,357,345,Completed,7,Credit/Online Banking,Confirmation awaiting from third party,32,ABC28
470,2023-01-12T07:17:52.9070000,2023-01-12T09:17:52.9070000,A30,Pavan,,Delhi,NCR,India,,Amritsar,Punjab,India,154,1812,Completed,0,Credit/Online Banking,Confirmation awaiting from third party,33,ABC29
471,2023-01-12T09:17:52.9070000,2023-01-12T11:17:52.9070000,A31,Nikshit,,Madurai,TN,India,,Kanchipuram,TN,India,133,871,Completed,6,Wallet,Completed,34,ABC30
472,2023-01-12T11:17:52.9070000,2023-01-12T13:17:52.9070000,A32,Rahul,,Bangalore,KN,India,,Udupi,KN,India,327,1856,Completed,0,Credit/Online Banking,Confirmation awaiting from third party,35,ABC31
473,2023-01-12T13:17:52.9070000,2023-01-12T15:17:52.9070000,A33,Umesh,,Bhopal,MP,India,,Indore,MP,India,82,1048,Completed,0,Credit/Online Banking,Confirmation awaiting from third party,36,ABC32
474,2023-01-12T15:17:52.9070000,2023-01-12T17:17:52.9070000,A34,Pranav,,Pune,MH,India,,Surat,MH,India,269,1462,Completed,5,Wallet,Completed,37,ABC33
475,2023-01-12T17:17:52.9070000,2023-01-12T19:17:52.9070000,A35,Surya,,Bangalore,KN,India,,Hosur,KN,India,310,1454,Completed,4,Cash,Cleared,38,ABC34
476,2023-01-12T19:17:52.9070000,2023-01-12T21:17:52.9070000,A36,Kapil,,Coimbatore,TN,India,,Kochi,TN,India,379,711,Completed,6,Wallet,Completed,39,ABC35
477,2023-01-12T21:17:52.9070000,2023-01-12T23:17:52.9070000,A37,Suresh,,Salem,TN,India,,Coimbatore,TN,India,307,1446,Completed,5,Credit/Online Banking,Confirmation awaiting from third party,0,ABC36
478,2023-01-12T23:17:52.9070000,2023-01-13T01:17:52.9070000,A38,Ranjith,,Trichy,TN,India,,Tanjavor,TN,India,163,616,Completed,4,Credit/Online Banking,Confirmation awaiting from third party,1,ABC37
479,2023-01-13T01:17:52.9070000,2023-01-13T03:17:52.9070000,A39,Sadru,,Chennai,TN,India,,Coimbatore,TN,India,377,600,Completed,0,Wallet,Completed,2,ABC38
480,2023-01-13T03:17:52.9070000,2023-01-13T05:17:52.9070000,A40,Ramesh,,Salem,TN,India,,Hosur,KN,India,167,1387,Completed,4,Credit/Online Banking,Confirmation awaiting from third party,3,ABC39
481,2023-01-13T05:17:52.9070000,2023-01-13T07:17:52.9070000,A1,Rama,,Hyderabad,TS,India,,Vijayawada,AP,India,138,857,Completed,2,Wallet,Completed,4,ABC0
482,2023-01-13T07:17:52.9070000,2023-01-13T09:17:52.9070000,A2,Sam,,Delhi,NCR,India,,Agra,UP,India,193,201,Completed,1,Wallet,Completed,5,ABC1
483,2023-01-13T09:17:52.9070000,2023-01-13T11:17:52.9070000,A3,Kevin,,Chennai,TN,India,,Salem,TN,India,107,673,Completed,10,Wallet,Completed,6,ABC2
484,2023-01-13T11:17:52.9070000,2023-01-13T13:17:52.9070000,A4,Aaditya,,Madurai,TN,India,,Trichy,TN,India,224,948,Completed,9,Wallet,Completed,7,ABC3
485,2023-01-13T13:17:52.9070000,2023-01-13T15:17:52.9070000,A5,Sagar,,Bangalore,KN,India,,Chennai,TN,India,73,650,Completed,10,Wallet,Completed,8,ABC4
486,2023-01-13T15:17:52.9070000,2023-01-13T17:17:52.9070000,A6,David,,Agra,UP,India,,Kolkata,WB,India,274,1619,Completed,7,Cash,Cleared,9,ABC5
487,2023-01-13T17:17:52.9070000,2023-01-13T19:17:52.9070000,A7,Nivaan,,"Delhi ",NCR,India,,Mumbai,MH,India,174,1689,Completed,9,Wallet,Completed,10,ABC6
488,2023-01-13T19:17:52.9070000,2023-01-13T21:17:52.9070000,A8,Aarav,,Hyderabad,TS,India,,Tirupathi,AP,India,292,867,Completed,2,Credit/Online Banking,Confirmation awaiting from third party,11,ABC7
489,2023-01-13T21:17:52.9070000,2023-01-13T23:17:52.9070000,A9,Sadru,,Chennai,TN,India,,Tanjavur,TN,India,294,1357,Completed,0,Credit/Online Banking,Confirmation awaiting from third party,12,ABC8
490,2023-01-13T23:17:52.9070000,2023-01-14T01:17:52.9070000,A10,Amith,,Amritsar,Punjab,India,,Delhi,NCR,India,358,683,Completed,7,Cash,Cleared,13,ABC9
491,2023-01-14T01:17:52.9070000,2023-01-14T03:17:52.9070000,A11,Ajay,,Kanchipuram,TN,India,,Madurai,TN,India,310,771,Completed,6,Wallet,Completed,14,ABC10
492,2023-01-14T03:17:52.9070000,2023-01-14T05:17:52.9070000,A12,Nihal,,Udupi,KN,India,,Bangalore,KN,India,325,363,Completed,3,Credit/Online Banking,Confirmation awaiting from third party,15,ABC11
493,2023-01-14T05:17:52.9070000,2023-01-14T07:17:52.9070000,A13,Saatvik,,Indore,MP,India,,Bhopal,MP,India,170,406,Completed,4,Cash,Cleared,16,ABC12
494,2023-01-14T07:17:52.9070000,2023-01-14T09:17:52.9070000,A14,Andrew,,Surat,MH,India,,Pune,MH,India,323,819,Completed,0,Cash,Cleared,17,ABC13
495,2023-01-14T09:17:52.9070000,2023-01-14T11:17:52.9070000,A15,Dinesh,,Hosur,KN,India,,Bangalore,KN,India,181,824,Completed,5,Credit/Online Banking,Confirmation awaiting from third party,18,ABC14
496,2023-01-14T11:17:52.9070000,2023-01-14T13:17:52.9070000,A16,Stephen,,Kochi,TN,India,,Coimbatore,TN,India,206,660,Completed,0,Credit/Online Banking,Confirmation awaiting from third party,19,ABC15
497,2023-01-14T13:17:52.9070000,2023-01-14T15:17:52.9070000,A17,Steves,,Coimbatore,TN,India,,Salem,TN,India,272,1924,Completed,9,Credit/Online Banking,Confirmation awaiting from third party,20,ABC16
498,2023-01-14T15:17:52.9070000,2023-01-14T17:17:52.9070000,A18,Akash,,Tanjavor,TN,India,,Trichy,TN,India,178,192,Completed,2,Wallet,Completed,21,ABC17
499,2023-01-14T17:17:52.9070000,2023-01-14T19:17:52.9070000,A19,Nihit,,Coimbatore,TN,India,,Chennai,TN,India,256,653,Completed,1,Credit/Online Banking,Confirmation awaiting from third party,22,ABC18
500,2023-01-14T19:17:52.9070000,2023-01-14T21:17:52.9070000,A20,Vishal,,Hosur,KN,India,,Salem,TN,India,140,248,Completed,3,Credit/Online Banking,Confirmation awaiting from third party,23,ABC19
501,2023-01-14T21:17:52.9070000,2023-01-14T23:17:52.9070000,A21,Arun,,Vijayawada,AP,India,,Hyderabad,TS,India,265,1460,Completed,5,Cash,Cleared,24,ABC20
502,2023-01-14T23:17:52.9070000,2023-01-15T01:17:52.9070000,A22,Ganesh,,Agra,UP,India,,Delhi,NCR,India,318,1109,Completed,5,Credit/Online Banking,Confirmation awaiting from third party,25,ABC21
503,2023-01-15T01:17:52.9070000,2023-01-15T03:17:52.9070000,A23,Dhruv,,Salem,TN,India,,Chennai,TN,India,158,1999,Completed,5,Credit/Online Banking,Confirmation awaiting from third party,26,ABC22
504,2023-01-15T03:17:52.9070000,2023-01-15T05:17:52.9070000,A24,Kumar,,Trichy,TN,India,,Madurai,TN,India,246,720,Completed,4,Credit/Online Banking,Confirmation awaiting from third party,27,ABC23
505,2023-01-15T05:17:52.9070000,2023-01-15T07:17:52.9070000,A25,Gopal,,Chennai,TN,India,,Bangalore,KN,India,193,680,Completed,5,Credit/Online Banking,Confirmation awaiting from third party,28,ABC24
506,2023-01-15T07:17:52.9070000,2023-01-15T09:17:52.9070000,A26,Akhil,,Kolkata,WB,India,,Agra,UP,India,71,431,Completed,9,Credit/Online Banking,Confirmation awaiting from third party,29,ABC25
507,2023-01-15T09:17:52.9070000,2023-01-15T11:17:52.9070000,A27,Hima,,Mumbai,MH,India,,"Delhi ",NCR,India,154,940,Completed,8,Credit/Online Banking,Confirmation awaiting from third party,30,ABC26
508,2023-01-15T11:17:52.9070000,2023-01-15T13:17:52.9070000,A28,Jack,,Tirupathi,AP,India,,Hyderabad,TS,India,317,316,Completed,2,Credit/Online Banking,Confirmation awaiting from third party,31,ABC27
509,2023-01-15T13:17:52.9070000,2023-01-15T15:17:52.9070000,A29,Manohar,,Tanjavur,TN,India,,Chennai,TN,India,399,1206,Completed,6,Cash,Cleared,32,ABC28
510,2023-01-15T15:17:52.9070000,2023-01-15T17:17:52.9070000,A30,Pavan,,Delhi,NCR,India,,Amritsar,Punjab,India,224,632,Completed,9,Wallet,Completed,33,ABC29
511,2023-01-15T17:17:52.9070000,2023-01-15T19:17:52.9070000,A31,Nikshit,,Madurai,TN,India,,Kanchipuram,TN,India,95,55,Completed,9,Credit/Online Banking,Confirmation awaiting from third party,34,ABC30
512,2023-01-15T19:17:52.9070000,2023-01-15T21:17:52.9070000,A32,Rahul,,Bangalore,KN,India,,Udupi,KN,India,172,839,Completed,2,Credit/Online Banking,Confirmation awaiting from third party,35,ABC31
513,2023-01-15T21:17:52.9070000,2023-01-15T23:17:52.9070000,A33,Umesh,,Bhopal,MP,India,,Indore,MP,India,352,490,Completed,1,Wallet,Completed,36,ABC32
514,2023-01-15T23:17:52.9070000,2023-01-16T01:17:52.9070000,A34,Pranav,,Pune,MH,India,,Surat,MH,India,291,1281,Completed,6,Credit/Online Banking,Confirmation awaiting from third party,37,ABC33
515,2023-01-16T01:17:52.9070000,2023-01-16T03:17:52.9070000,A35,Surya,,Bangalore,KN,India,,Hosur,KN,India,302,277,Completed,7,Wallet,Completed,38,ABC34
516,2023-01-16T03:17:52.9070000,2023-01-16T05:17:52.9070000,A36,Kapil,,Coimbatore,TN,India,,Kochi,TN,India,213,1351,Completed,7,Cash,Cleared,39,ABC35
517,2023-01-16T05:17:52.9070000,2023-01-16T07:17:52.9070000,A37,Suresh,,Salem,TN,India,,Coimbatore,TN,India,251,343,Completed,1,Cash,Cleared,0,ABC36
518,2023-01-16T07:17:52.9070000,2023-01-16T09:17:52.9070000,A38,Ranjith,,Trichy,TN,India,,Tanjavor,TN,India,100,1423,Completed,7,Cash,Cleared,1,ABC37
519,2023-01-16T09:17:52.9070000,2023-01-16T11:17:52.9070000,A39,Sadru,,Chennai,TN,India,,Coimbatore,TN,India,156,1610,Completed,4,Wallet,Completed,2,ABC38
520,2023-01-16T11:17:52.9070000,2023-01-16T13:17:52.9070000,A40,Ramesh,,Salem,TN,India,,Hosur,KN,India,296,1065,Completed,1,Credit/Online Banking,Confirmation awaiting from third party,3,ABC39
521,2023-01-16T13:17:52.9070000,2023-01-16T15:17:52.9070000,A1,Rama,,Hyderabad,TS,India,,Vijayawada,AP,India,101,584,Completed,9,Wallet,Completed,4,ABC0
522,2023-01-16T15:17:52.9070000,2023-01-16T17:17:52.9070000,A2,Sam,,Delhi,NCR,India,,Agra,UP,India,343,1111,Completed,10,Credit/Online Banking,Confirmation awaiting from third party,5,ABC1
523,2023-01-16T17:17:52.9070000,2023-01-16T19:17:52.9070000,A3,Kevin,,Chennai,TN,India,,Salem,TN,India,307,1766,Completed,7,Wallet,Completed,6,ABC2
524,2023-01-16T19:17:52.9070000,2023-01-16T21:17:52.9070000,A4,Aaditya,,Madurai,TN,India,,Trichy,TN,India,245,995,Completed,10,Wallet,Completed,7,ABC3
525,2023-01-16T21:17:52.9070000,2023-01-16T23:17:52.9070000,A5,Sagar,,Bangalore,KN,India,,Chennai,TN,India,171,1483,Completed,2,Credit/Online Banking,Confirmation awaiting from third party,8,ABC4
526,2023-01-16T23:17:52.9070000,2023-01-17T01:17:52.9070000,A6,David,,Agra,UP,India,,Kolkata,WB,India,94,1381,Completed,8,Credit/Online Banking,Confirmation awaiting from third party,9,ABC5
527,2023-01-17T01:17:52.9070000,2023-01-17T03:17:52.9070000,A7,Nivaan,,"Delhi ",NCR,India,,Mumbai,MH,India,72,1910,Completed,7,Wallet,Completed,10,ABC6
528,2023-01-17T03:17:52.9070000,2023-01-17T05:17:52.9070000,A8,Aarav,,Hyderabad,TS,India,,Tirupathi,AP,India,110,978,Completed,10,Wallet,Completed,11,ABC7
529,2023-01-17T05:17:52.9070000,2023-01-17T07:17:52.9070000,A9,Sadru,,Chennai,TN,India,,Tanjavur,TN,India,166,461,Completed,9,Credit/Online Banking,Confirmation awaiting from third party,12,ABC8
530,2023-01-17T07:17:52.9070000,2023-01-17T09:17:52.9070000,A10,Amith,,Amritsar,Punjab,India,,Delhi,NCR,India,310,85,Completed,9,Credit/Online Banking,Confirmation awaiting from third party,13,ABC9
531,2023-01-17T09:17:52.9070000,2023-01-17T11:17:52.9070000,A11,Ajay,,Kanchipuram,TN,India,,Madurai,TN,India,185,1713,Completed,10,Credit/Online Banking,Confirmation awaiting from third party,14,ABC10
532,2023-01-17T11:17:52.9070000,2023-01-17T13:17:52.9070000,A12,Nihal,,Udupi,KN,India,,Bangalore,KN,India,90,1839,Completed,1,Wallet,Completed,15,ABC11
533,2023-01-17T13:17:52.9070000,2023-01-17T15:17:52.9070000,A13,Saatvik,,Indore,MP,India,,Bhopal,MP,India,375,957,Completed,7,Wallet,Completed,16,ABC12
534,2023-01-17T15:17:52.9070000,2023-01-17T17:17:52.9070000,A14,Andrew,,Surat,MH,India,,Pune,MH,India,291,1695,Completed,4,Wallet,Completed,17,ABC13
535,2023-01-17T17:17:52.9070000,2023-01-17T19:17:52.9070000,A15,Dinesh,,Hosur,KN,India,,Bangalore,KN,India,77,1471,Completed,3,Wallet,Completed,18,ABC14
536,2023-01-17T19:17:52.9070000,2023-01-17T21:17:52.9070000,A16,Stephen,,Kochi,TN,India,,Coimbatore,TN,India,57,342,Completed,4,Cash,Cleared,19,ABC15
537,2023-01-17T21:17:52.9070000,2023-01-17T23:17:52.9070000,A17,Steves,,Coimbatore,TN,India,,Salem,TN,India,369,980,Completed,8,Cash,Cleared,20,ABC16
538,2023-01-17T23:17:52.9070000,2023-01-18T01:17:52.9070000,A18,Akash,,Tanjavor,TN,India,,Trichy,TN,India,218,1003,Completed,6,Wallet,Completed,21,ABC17
539,2023-01-18T01:17:52.9070000,2023-01-18T03:17:52.9070000,A19,Nihit,,Coimbatore,TN,India,,Chennai,TN,India,314,122,Completed,8,Credit/Online Banking,Confirmation awaiting from third party,22,ABC18
540,2023-01-18T03:17:52.9070000,2023-01-18T05:17:52.9070000,A20,Vishal,,Hosur,KN,India,,Salem,TN,India,219,1514,Completed,1,Cash,Cleared,23,ABC19
541,2023-01-18T05:17:52.9070000,2023-01-18T07:17:52.9070000,A21,Arun,,Vijayawada,AP,India,,Hyderabad,TS,India,168,1341,Completed,3,Cash,Cleared,24,ABC20
542,2023-01-18T07:17:52.9070000,2023-01-18T09:17:52.9070000,A22,Ganesh,,Agra,UP,India,,Delhi,NCR,India,238,693,Completed,4,Credit/Online Banking,Confirmation awaiting from third party,25,ABC21
543,2023-01-18T09:17:52.9070000,2023-01-18T11:17:52.9070000,A23,Dhruv,,Salem,TN,India,,Chennai,TN,India,186,768,Completed,0,Credit/Online Banking,Confirmation awaiting from third party,26,ABC22
544,2023-01-18T11:17:52.9070000,2023-01-18T13:17:52.9070000,A24,Kumar,,Trichy,TN,India,,Madurai,TN,India,282,640,Completed,9,Cash,Cleared,27,ABC23
545,2023-01-18T13:17:52.9070000,2023-01-18T15:17:52.9070000,A25,Gopal,,Chennai,TN,India,,Bangalore,KN,India,329,381,Completed,0,Credit/Online Banking,Confirmation awaiting from third party,28,ABC24
546,2023-01-18T15:17:52.9070000,2023-01-18T17:17:52.9070000,A26,Akhil,,Kolkata,WB,India,,Agra,UP,India,306,1029,Completed,6,Credit/Online Banking,Confirmation awaiting from third party,29,ABC25
547,2023-01-18T17:17:52.9070000,2023-01-18T19:17:52.9070000,A27,Hima,,Mumbai,MH,India,,"Delhi ",NCR,India,125,28,Completed,0,Cash,Cleared,30,ABC26
548,2023-01-18T19:17:52.9070000,2023-01-18T21:17:52.9070000,A28,Jack,,Tirupathi,AP,India,,Hyderabad,TS,India,331,687,Completed,3,Wallet,Completed,31,ABC27
549,2023-01-18T21:17:52.9070000,2023-01-18T23:17:52.9070000,A29,Manohar,,Tanjavur,TN,India,,Chennai,TN,India,294,965,Completed,4,Cash,Cleared,32,ABC28
550,2023-01-18T23:17:52.9070000,2023-01-19T01:17:52.9070000,A30,Pavan,,Delhi,NCR,India,,Amritsar,Punjab,India,231,1569,Completed,9,Cash,Cleared,33,ABC29
551,2023-01-19T01:17:52.9070000,2023-01-19T03:17:52.9070000,A31,Nikshit,,Madurai,TN,India,,Kanchipuram,TN,India,171,252,Completed,8,Wallet,Completed,34,ABC30
552,2023-01-19T03:17:52.9070000,2023-01-19T05:17:52.9070000,A32,Rahul,,Bangalore,KN,India,,Udupi,KN,India,189,1959,Completed,8,Wallet,Completed,35,ABC31
553,2023-01-19T05:17:52.9070000,2023-01-19T07:17:52.9070000,A33,Umesh,,Bhopal,MP,India,,Indore,MP,India,211,969,Completed,1,Cash,Cleared,36,ABC32
554,2023-01-19T07:17:52.9070000,2023-01-19T09:17:52.9070000,A34,Pranav,,Pune,MH,India,,Surat,MH,India,134,851,Completed,6,Credit/Online Banking,Confirmation awaiting from third party,37,ABC33
555,2023-01-19T09:17:52.9070000,2023-01-19T11:17:52.9070000,A35,Surya,,Bangalore,KN,India,,Hosur,KN,India,293,742,Completed,10,Cash,Cleared,38,ABC34
556,2023-01-19T11:17:52.9070000,2023-01-19T13:17:52.9070000,A36,Kapil,,Coimbatore,TN,India,,Kochi,TN,India,242,1872,Completed,9,Wallet,Completed,39,ABC35
557,2023-01-19T13:17:52.9070000,2023-01-19T15:17:52.9070000,A37,Suresh,,Salem,TN,India,,Coimbatore,TN,India,151,122,Completed,6,Wallet,Completed,0,ABC36
558,2023-01-19T15:17:52.9070000,2023-01-19T17:17:52.9070000,A38,Ranjith,,Trichy,TN,India,,Tanjavor,TN,India,89,1279,Completed,10,Credit/Online Banking,Confirmation awaiting from third party,1,ABC37
559,2023-01-19T17:17:52.9070000,2023-01-19T19:17:52.9070000,A39,Sadru,,Chennai,TN,India,,Coimbatore,TN,India,234,349,Completed,9,Credit/Online Banking,Confirmation awaiting from third party,2,ABC38
560,2023-01-19T19:17:52.9070000,2023-01-19T21:17:52.9070000,A40,Ramesh,,Salem,TN,India,,Hosur,KN,India,261,1151,Completed,3,Cash,Cleared,3,ABC39
561,2023-01-19T21:17:52.9070000,2023-01-19T23:17:52.9070000,A1,Rama,,Hyderabad,TS,India,,Vijayawada,AP,India,150,1081,Completed,3,Credit/Online Banking,Confirmation awaiting from third party,4,ABC0
562,2023-01-19T23:17:52.9070000,2023-01-20T01:17:52.9070000,A2,Sam,,Delhi,NCR,India,,Agra,UP,India,190,1781,Completed,4,Cash,Cleared,5,ABC1
563,2023-01-20T01:17:52.9070000,2023-01-20T03:17:52.9070000,A3,Kevin,,Chennai,TN,India,,Salem,TN,India,184,698,Completed,4,Credit/Online Banking,Confirmation awaiting from third party,6,ABC2
564,2023-01-20T03:17:52.9070000,2023-01-20T05:17:52.9070000,A4,Aaditya,,Madurai,TN,India,,Trichy,TN,India,287,1604,Completed,5,Credit/Online Banking,Confirmation awaiting from third party,7,ABC3
565,2023-01-20T05:17:52.9070000,2023-01-20T07:17:52.9070000,A5,Sagar,,Bangalore,KN,India,,Chennai,TN,India,146,1371,Completed,0,Cash,Cleared,8,ABC4
566,2023-01-20T07:17:52.9070000,2023-01-20T09:17:52.9070000,A6,David,,Agra,UP,India,,Kolkata,WB,India,53,765,Completed,9,Credit/Online Banking,Confirmation awaiting from third party,9,ABC5
567,2023-01-20T09:17:52.9070000,2023-01-20T11:17:52.9070000,A7,Nivaan,,"Delhi ",NCR,India,,Mumbai,MH,India,160,1339,Completed,1,Wallet,Completed,10,ABC6
